Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,Device_Used
Nov-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,TV
Nov-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
Nov-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Laptop
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Smartphone
31-40,Male,Employed,more than 9 lakhs,Kerala,Kochi,9.9667,76.2833,Metrpolitan,TV
Nov-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,TV
Nov-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Laptop
Nov-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Tablet
Nov-20,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Smartphone
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Male,Self Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Laptop
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Smartphone
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Laptop
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
31-40,Female,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Town/City,Laptop
31-40,Female,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Town/City,Smartphone
Nov-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,TV
Nov-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Laptop
Nov-20,Male,Student,,Karnataka,Mysore,12.3086,76.6531,Town/City,Smartphone
Nov-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,TV
Nov-20,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Town/City,Smartphone
21-30,Male,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Smartphone
21-30,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
31-40,Female,Employed,between 3 and 6 lakhs,Kerala,Ernakulam,9.9816,76.2999,Town/City,TV
21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,TV
21-30,Female,Student,,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Laptop
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,TV
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Laptop
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Smartphone
21-30,Male,Student,,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Laptop
31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
31-40,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
41-50,Female,Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,TV
Nov-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,TV
Nov-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,TV
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Laptop
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Smartphone
31-40,Male,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,TV
21-30,Male,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Smartphone
Nov-20,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
41-50,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Smartphone
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,TV
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Laptop
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Smartphone
Nov-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,TV
Nov-20,Female,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Laptop
Nov-20,Female,Student,,Jharkhand,Deoghar,24.4852,86.6948,Town/City,TV
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kannur,11.8745,75.3704,Rural,TV
Nov-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,TV
Nov-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Smartphone
Nov-20,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Tablet
Nov-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,TV
Nov-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Laptop
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
51-60,Female,Homemaker,,Kerala,Thrissur,10.52,76.21,Town/City,TV
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
21-30,Male,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Smartphone
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Laptop
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Rural,Smartphone
21-30,Female,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Laptop
Nov-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,TV
Nov-20,Female,Student,,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Laptop
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Laptop
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Mangalore,12.8703,74.8806,Town/City,Smartphone
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Laptop
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Smartphone
Nov-20,Female,Student,,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Smartphone
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Tablet
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Tablet
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,TV
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Smartphone
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Laptop
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,TV
Nov-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Smartphone
21-30,Male,Self Employed,between 1 and  3 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,TV
41-50,Female,Homemaker,,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,TV
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Laptop
31-40,Female,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,TV
21-30,Male,Student,,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Laptop
21-30,Female,Student,,Kerala,Kollam,8.9969,76.8721,Town/City,Smartphone
21-30,Female,Student,,Uttarakhand,Nainital,29.3919,79.4542,Rural,Laptop
Nov-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Laptop
Nov-20,Female,Student,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Smartphone
Nov-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Laptop
Nov-20,Male,Student,,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Smartphone
Nov-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,TV
Nov-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Smartphone
Nov-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,TV
Nov-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,TV
Nov-20,Male,Student,,Kerala,Pilathara,12.0827,75.2625,Town/City,Smartphone
41-50,Female,Homemaker,,Kerala,Kottayam,9.5916,76.5222,Rural,TV
41-50,Female,Homemaker,,Kerala,Kottayam,9.5916,76.5222,Rural,Smartphone
21-30,Male,Employed,between 3 and 6 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Smartphone
21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Laptop
21-30,Male,Employed,less than 1 lakh,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,TV
31-40,Male,Employed,more than 9 lakhs,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Laptop
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Smartphone
21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Female,Student,,Karnataka,Raichur,16.2104,77.355,Town/City,Laptop
21-30,Non binary,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,TV
21-30,Non binary,Student,,Maharashtra,Thane,19.18,72.9633,Town/City,Tablet
21-30,Male,Employed,between 3 and 6 lakhs,Kerala,Trivandrum,8.5,76.8997,Town/City,Laptop
Nov-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
Nov-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Kerala,Kuravilangade,9.7576,76.561,Rural,Smartphone
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,TV
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Smartphone
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Laptop
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Smartphone
21-30,Male,Student,,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Laptop
21-30,Female,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,TV
21-30,Female,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Smartphone
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,TV
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Smartphone
21-30,Male,Employed,between 6 and 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,TV
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Laptop
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Tablet
21-30,Male,Employed,more than 9 lakhs,Kerala,Kottayam,9.5916,76.5222,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Tablet
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Tablet
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Male,Student,,Kerala,Adoor,9.153,76.7356,Rural,Laptop
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Laptop
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Smartphone
21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Laptop
21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
41-50,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Tablet
21-30,Male,Student,,Kerala,Thrissur,10.52,76.21,Rural,Laptop
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Laptop
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Smartphone
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Laptop
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Smartphone
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Laptop
21-30,Female,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Smartphone
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Laptop
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,TV
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,Laptop
21-30,Female,Student,,Karnataka,Madikeri,12.4244,75.7382,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Male,Student,,Goa,Old Goa,15.502,73.91,Town/City,Laptop
21-30,Male,Student,,Goa,Old Goa,15.502,73.91,Town/City,Smartphone
Nov-20,Male,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Smartphone
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Tablet
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Laptop
21-30,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Female,Student,,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Smartphone
21-30,Male,Employed,between 3 and 6 lakhs,Andhra Pradesh,Tenali,16.243,80.64,Town/City,TV
21-30,Female,Student,,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,TV
21-30,Female,Student,,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,Laptop
21-30,Female,Student,,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Laptop
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Laptop
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Smartphone
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Male,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Laptop
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Smartphone
21-30,Female,Student,,Kerala,Malappuram,11.051,76.0711,Town/City,Laptop
21-30,Female,Student,,Kerala,Malappuram,11.051,76.0711,Town/City,Smartphone
21-30,Male,Student,,Karnataka,Udupi,13.3322,74.7461,Rural,Laptop
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Kerala,Calicut,11.25,75.7667,Town/City,Laptop
21-30,Female,Student,,Kerala,Calicut,11.25,75.7667,Town/City,Smartphone
21-30,Male,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
51-60,Male,Employed,more than 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,TV
31-40,Female,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,TV
31-40,Female,Employed,less than 1 lakh,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
41-50,Male,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Metrpolitan,TV
21-30,Female,Student,,Karnataka,Tumakuru,13.3379,77.1173,Town/City,Laptop
31-40,Male,Self Employed,more than 9 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,TV
21-30,Female,Student,,Kerala,Alappuzha,9.4981,76.3388,Town/City,Smartphone
31-40,Male,Employed,between 3 and 6 lakhs,Kerala,Perinthalmanna,10.976,76.225,Town/City,Smartphone
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Tablet
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
Nov-20,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,TV
Nov-20,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
Nov-20,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
51-60,Female,Retired,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,TV
51-60,Female,Retired,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Male,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Smartphone
21-30,Female,Student,,Kerala,Alappuzha,9.4981,76.3388,Rural,Laptop
21-30,Female,Student,,Kerala,Alappuzha,9.4981,76.3388,Rural,Smartphone
31-40,Female,Unemployed,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
41-50,Male,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,TV
41-50,Male,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Tablet
21-30,Male,Employed,between 1 and  3 lakhs,Manipur,Churachandpur,24.3427,93.6978,Town/City,Smartphone
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Laptop
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
21-30,Male,Self Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
Nov-20,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Smartphone
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Smartphone
21-30,Female,Student,,Kerala,Kottyam,9.5916,76.5222,Town/City,TV
21-30,Female,Student,,Kerala,Kottyam,9.5916,76.5222,Town/City,Smartphone
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,Maharashtra,Virar,19.4564,72.7925,Town/City,Laptop
21-30,Female,Student,,Maharashtra,Virar,19.4564,72.7925,Town/City,Smartphone
41-50,Female,Retired,less than 1 lakh,Maharashtra,Thane,19.18,72.9633,Town/City,TV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
31-40,Female,Homemaker,,Maharashtra,Thane,19.18,72.9633,Town/City,TV
21-30,Female,Student,,Maharashtra,Navi Mumbai,19.033,73.0297,Town/City,Laptop
21-30,Female,Student,,Maharashtra,Navi Mumbai,19.033,73.0297,Town/City,Smartphone
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Laptop
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Smartphone
31-40,Male,Self Employed,between 3 and 6 lakhs,Kerala,Idukki,9.9189,77.1025,Town/City,TV
41-50,Female,Homemaker,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Laptop
41-50,Female,Homemaker,,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Smartphone
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,TV
21-30,Female,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Smartphone
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Laptop
21-30,Male,Employed,between 6 and 9 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Smartphone
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,TV
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,TV
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Laptop
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Smartphone
31-40,Male,Employed,more than 9 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,TV
21-30,Female,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,TV
21-30,Female,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Smartphone
41-50,Female,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,TV
41-50,Female,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Smartphone
21-30,Female,Homemaker,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Female,Employed,between 3 and 6 lakhs,West Bengal,Chittranjan,23.8492,86.902,Town/City,Tablet
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,TV
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Smartphone
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Laptop
41-50,Male,Self Employed,between 1 and  3 lakhs,Gujarat,Bhavnagar,21.765,75.7667,Town/City,TV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Smartphone
21-30,Male,Employed,less than 1 lakh,Gujarat,Gandhinagar,23.22,72.68,Town/City,Laptop
21-30,Male,Employed,less than 1 lakh,Gujarat,Gandhinagar,23.22,72.68,Town/City,Smartphone
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,TV
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Laptop
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Smartphone
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Laptop
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Smartphone
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,TV
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Smartphone
31-40,Male,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Laptop
31-40,Male,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Smartphone
51-60,Female,Self Employed,less than 1 lakh,Gujarat,Bhavnagar,21.765,75.7667,Town/City,TV
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Tablet
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Smartphone
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,TV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Smartphone
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Laptop
